rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
71,Hello Kitty Nail Salon,609454,100.0 M,4.17,1.5,3.1,0.0,GAME CASUAL,427796,46115,30763,21759,83018,False
59,Pluck It: hairs and emotions,84299,500.0 k,4.69,1.7,5.3,0.0,GAME TRIVIA,71606,6753,1810,934,3192,False
73,Pocket Troops: Strategy RPG,382307,10.0 M,4.32,0.1,0.1,0.0,GAME ROLE PLAYING,269576,48192,18205,9375,36957,False
13,Stick War: Legacy,1906000,100.0 M,4.51,2.5,5.9,0.0,GAME STRATEGY,1527923,135491,66113,36376,140094,False
51,Microsoft Solitaire Collection,173053,5.0 M,4.5,1.4,3.2,0.0,GAME CARD,131365,20319,7452,4075,9839,False
9,Hill Climb Racing 2,4049586,100.0 M,4.34,0.5,1.2,0.0,GAME RACING,2885771,488313,214766,105212,355522,False
45,Magic Twist: Twister Music Ball Game,110650,10.0 M,4.21,0.7,1.9,0.0,GAME MUSIC,76944,9972,6905,3977,12850,False
54,Cookie Run: OvenBreak - Endless Running Platformer,870863,10.0 M,4.4,0.8,2.3,0.0,GAME ARCADE,650474,86021,42019,19410,72938,False
55,Golf Battle,601078,50.0 M,4.11,4.4,10.3,0.0,GAME SPORTS,371099,92411,43711,22672,71183,False
10,몬스터 길들이기,1499510,10.0 M,4.03,0.1,0.2,0.0,GAME ROLE PLAYING,920897,184568,126098,58230,209714,False
42,Where Logic?,122984,5.0 M,4.28,0.5,1.0,0.0,GAME TRIVIA,83425,17620,7196,2578,12163,False
39,Inotia 4,557678,5.0 M,4.47,0.1,0.2,0.0,GAME ROLE PLAYING,395376,92349,34466,9098,26387,False
73,Tinker Island - Survival Story Adventure,243187,5.0 M,4.21,0.7,1.2,0.0,GAME ADVENTURE,157652,34365,18567,10269,22332,False
89,Wolvesville - Werewolf Online,317688,10.0 M,4.44,1.5,3.3,0.0,GAME ROLE PLAYING,230293,44455,15656,5913,21369,False
36,Alien Creeps TD - Epic tower defense,849665,10.0 M,4.42,0.2,0.4,0.0,GAME STRATEGY,583850,145585,56794,18978,44455,False
49,Unblock Ball - Block Puzzle,681696,100.0 M,4.27,1.2,3.5,0.0,GAME PUZZLE,458526,89174,52942,21978,59075,False
81,Halloween Makeup Me,56088,5.0 M,4.18,0.1,0.1,0.0,GAME EDUCATIONAL,37761,6032,3705,1937,6651,False
54,Solitaire,164582,5.0 M,4.63,0.0,0.1,0.0,GAME CARD,120414,24300,4744,1166,2870,False
39,Pinball Pro,282749,10.0 M,4.37,0.0,0.1,0.0,GAME BOARD,189857,46146,23996,6930,15818,False
67,Plants vs. Zombies™ 2 Free,645655,10.0 M,4.39,0.3,0.6,0.0,GAME CASUAL,466872,78013,34252,16911,49605,False
12,SongPop,403138,10.0 M,4.36,0.0,0.0,0.0,GAME MUSIC,278623,59735,23680,12184,28913,False
29,Piano Games - Free Music Piano Challenge 2020,165807,10.0 M,3.71,0.2,0.5,0.0,GAME MUSIC,90329,17684,12946,9136,35708,False
84,Sweet Baby Girl Cleanup 5 - Messy House Makeover,54895,10.0 M,4.07,4.4,10.9,0.0,GAME EDUCATIONAL,36679,4541,3064,2330,8279,False
93,Solitaire,98416,10.0 M,4.18,0.5,1.0,0.0,GAME CARD,78790,5954,1902,956,2425,False
76,Heroes of Camelot,371769,5.0 M,4.04,0.0,0.0,0.0,GAME ROLE PLAYING,227683,52484,24488,13868,53244,False
22,Checkers,537909,100.0 M,4.23,1.8,4.0,0.0,GAME BOARD,359579,68669,37353,19010,53295,False
60,MONOPOLY Slots Free Slot Machines & Casino Games,175464,5.0 M,4.42,1.2,2.9,0.0,GAME CASINO,137808,11815,5198,3418,17223,False
13,Piano Kids - Music & Songs,374680,100.0 M,4.37,4.4,9.5,0.0,GAME MUSIC,278773,34133,16966,10812,33993,False
19,Smolsies - My Cute Pet House,153210,10.0 M,4.24,3.9,9.1,0.0,GAME EDUCATIONAL,108230,14172,8237,5200,17368,False
96,Dragons World,392326,10.0 M,4.28,0.0,0.1,0.0,GAME SIMULATION,273173,42951,26785,11070,38345,False
91,ไพ่เท็กซัสไทย HD,103281,1.0 M,4.45,0.0,0.0,0.0,GAME CASINO,78185,10290,5224,1978,7602,False
89,Talking Tom Hero Dash - Run Game,893456,100.0 M,4.29,5.2,11.4,0.0,GAME ACTION,658104,65913,40928,28302,100207,False
3,Geometry Dash Lite,6894310,100.0 M,4.27,0.4,0.8,0.0,GAME ARCADE,4760684,819476,429111,182500,702537,False
71,Fernanfloo,607415,10.0 M,4.64,0.2,0.6,0.0,GAME ARCADE,518005,33306,15855,7728,32518,False
56,Ludo Talent- Online Ludo&Chatroom,195082,10.0 M,4.19,2.1,5.0,0.0,GAME BOARD,131997,20385,13564,6494,22640,False
92,HappyFish,468960,1.0 M,4.55,0.0,0.1,0.0,GAME CASUAL,348423,68635,30331,5305,16264,False
33,Join Clash 3D,1307348,100.0 M,4.07,21.6,67.5,0.0,GAME ARCADE,828213,138318,112202,56796,171818,False
94,Praia Bingo - Bingo Games + Slot + Casino,97432,5.0 M,4.23,1.6,3.2,0.0,GAME BOARD,68369,9214,5156,2838,11852,False
2,Pokémon GO,14401261,100.0 M,4.1,0.7,1.2,0.0,GAME ADVENTURE,9302104,1728142,885234,460683,2025096,False
33,Word Search,390189,50.0 M,4.46,0.1,0.2,0.0,GAME WORD,423778,51882,16591,5124,15163,False
53,Zombie Smasher,924263,50.0 M,4.41,0.1,0.2,0.0,GAME ARCADE,670950,107406,61188,20349,64368,False
91,Goat Simulator,406254,10.0 M,4.32,2.0,4.5,0.0,GAME SIMULATION,300806,32924,17358,10257,44905,False
14,New Star Soccer,2267369,10.0 M,4.62,0.4,0.7,0.0,GAME SPORTS,1736140,337201,109127,26236,58663,False
42,World Cricket Championship Lt,813844,50.0 M,4.12,0.6,1.1,0.0,GAME SPORTS,534811,86210,55940,30031,106850,False
3,Avakin Life - 3D Virtual World,3036543,50.0 M,4.3,1.2,2.7,0.0,GAME ROLE PLAYING,2168621,310033,163103,86665,308118,False
33,Dominos Online Jogatina: Dominoes Game Free,347394,10.0 M,4.3,0.7,1.5,0.0,GAME BOARD,227594,57334,27137,9633,25693,False
37,Ant Smasher,1205183,100.0 M,4.07,0.0,0.1,0.0,GAME ARCADE,770908,126156,97219,38195,172701,False
23,LINE：ディズニー ツムツム,1196438,10.0 M,3.88,0.1,0.2,0.0,GAME PUZZLE,568362,260780,162755,60732,143807,False
69,Rebel Racing,428687,10.0 M,4.4,4.1,7.9,0.0,GAME RACING,299906,62661,28735,11268,26114,False
42,Art of War: Legions,755588,10.0 M,4.45,2.5,6.6,0.0,GAME STRATEGY,590838,55623,31651,16866,60607,False
19,Cooking Madness - A Chef's Restaurant Games,2025748,100.0 M,4.6,1.4,3.2,0.0,GAME ARCADE,1648386,172565,73905,33852,97037,False
24,Hungry Shark World,1810956,100.0 M,4.45,0.8,1.5,0.0,GAME ARCADE,1357022,198527,92350,42783,120271,False
76,My Town : Best Friends' House games for kids,57996,5.0 M,4.18,26.8,605.1,0.0,GAME EDUCATIONAL,40743,4476,2753,2578,7444,False
72,Crash of Cars,414887,10.0 M,4.25,0.5,1.0,0.0,GAME RACING,284293,48836,26450,13869,41437,False
68,Sweet Fruit Candy,529649,50.0 M,4.39,1.3,2.6,0.0,GAME PUZZLE,372984,71504,36755,13356,35048,False
32,Casino Jackpot Slots - Infinity Slots™ 777 Game,367139,1.0 M,4.6,0.1,0.7,0.0,GAME CASINO,278020,55733,18514,4394,10475,False
27,DEAD TRIGGER 2 - Zombie Game FPS shooter,3122764,50.0 M,4.49,0.3,0.7,0.0,GAME ACTION,2332450,404082,152315,61649,172265,False
20,Unicorn Chef: Cooking Games for Girls,152278,10.0 M,4.42,15.9,52.4,0.0,GAME EDUCATIONAL,119489,8873,5583,4753,13578,False
22,Dancing Ballz: Magic Dance Line Tiles Game,238331,10.0 M,4.21,0.4,1.0,0.0,GAME MUSIC,161608,25222,17428,9167,24904,False
75,2 Pictures 1 Word,160336,5.0 M,4.56,0.2,0.4,0.0,GAME WORD,130362,11624,5946,3297,9104,False
19,The Secret Society - Hidden Objects Mystery,891343,5.0 M,4.36,0.1,0.2,0.0,GAME ADVENTURE,530828,215417,102430,19425,23240,False
96,Block Puzzle & Conquer,402761,10.0 M,4.44,0.0,0.0,0.0,GAME PUZZLE,262517,91518,27172,6488,15063,False
15,My Cafe — Restaurant Game. Serve & Manage,4112331,50.0 M,4.53,0.7,1.5,0.0,GAME CASUAL,3192359,423771,197104,83197,215897,False
11,Wordscapes,944472,50.0 M,4.61,1.4,2.9,0.0,GAME WORD,768395,81889,34033,18984,41168,False
5,Just Dance Now,1083655,10.0 M,3.89,0.5,1.2,0.0,GAME MUSIC,636480,121675,81459,52725,191313,False
82,Dumb Ways to Die,518539,50.0 M,4.11,0.3,0.8,0.0,GAME CASUAL,329067,64499,41717,21493,61760,False
30,Super Stylist - Dress Up & Style Fashion Guru,615059,50.0 M,4.26,3.2,8.2,0.0,GAME ROLE PLAYING,415341,80209,41936,21261,56309,False
23,Throne Rush,1224547,10.0 M,4.45,693.8,0.1,0.0,GAME STRATEGY,913769,141205,64490,22429,82651,False
57,YAHTZEE® With Buddies Dice Game,192768,10.0 M,4.09,1.9,4.6,0.0,GAME BOARD,118188,28403,14142,9796,22237,False
69,Chess,150210,10.0 M,4.27,4.1,9.1,0.0,GAME BOARD,106642,14192,8739,5053,15581,False
32,Pirate Kings™️,1427317,10.0 M,4.35,0.1,0.3,0.0,GAME CASUAL,1050004,141321,63912,32915,139163,False
16,Quizdom - Trivia more than logo quiz!,331006,10.0 M,4.32,0.0,0.0,0.0,GAME TRIVIA,243353,28051,16603,7782,35215,False
92,Solitaire - Make Free Money & Play the Card Game,98731,1.0 M,4.32,1.6,3.2,0.0,GAME CARD,66082,14577,8338,2855,6875,False
34,Jeopardy!® Trivia Quiz Game Show,150895,1.0 M,4.34,0.5,1.2,0.0,GAME TRIVIA,95711,31185,11669,4781,7546,False
97,아재 능력 고사 : 아재개그와 넌센스퀴즈,44132,1.0 M,4.49,0.0,0.0,0.0,GAME TRIVIA,33567,4778,2284,817,2683,False
41,Bad Piggies HD,835522,50.0 M,4.29,0.2,0.4,0.0,GAME PUZZLE,581915,95754,56465,24098,77288,False
97,Tien Len - Southern Poker,93910,10.0 M,4.38,0.1,0.2,0.0,GAME CARD,66945,9827,9038,2059,6038,False
7,Tricky Test 2™: Genius Brain?,649366,10.0 M,4.7,0.0,0.1,0.0,GAME TRIVIA,559792,39703,17592,8106,24170,False
73,Castle Clash : Guild Royale,386083,5.0 M,4.34,0.1,0.1,0.0,GAME STRATEGY,273104,47076,23603,8463,33835,False
41,Adivina la Canción,124595,5.0 M,3.96,0.1,0.2,0.0,GAME TRIVIA,73325,15260,11912,5946,18149,False
22,Who Wants to Be a Millionaire? Trivia & Quiz Game,205575,10.0 M,4.32,1.3,2.6,0.0,GAME TRIVIA,133315,38530,13838,5771,14118,False
82,Stars Slots Casino - HUUUGE casino games,119265,1.0 M,4.64,4.2,9.0,0.0,GAME CASINO,98550,10041,4162,1667,4843,False
86,Seven - Deadly Revelation - Horror Chat Adventure,209977,1.0 M,4.47,0.8,1.8,0.0,GAME ADVENTURE,147758,34367,15514,4221,8115,False
93,Backgammon Live: Play Online Backgammon Free Games,97507,1.0 M,4.38,1.7,3.7,0.0,GAME BOARD,71134,12522,2913,1237,9698,False
57,Angry Birds Evolution 2021,465165,10.0 M,4.26,0.2,0.4,0.0,GAME ROLE PLAYING,317704,58750,28210,14445,46054,False
85,Personal Name Test,51922,1.0 M,3.48,0.0,0.0,0.0,GAME TRIVIA,25556,4587,4827,2988,13962,False
74,Garena AOV: Link Start,1104922,10.0 M,4.02,139410.4,0.9,0.0,GAME ACTION,743189,73302,52848,34090,201490,False
12,Clumsy Ninja,1279506,10.0 M,4.31,0.1,0.3,0.0,GAME ADVENTURE,933667,117128,62485,30153,136071,False
30,GWENT: The Witcher Card Game,305932,1.0 M,4.64,2.7,6.2,0.0,GAME CARD,242077,41812,8352,3343,10346,False
66,Wordington: Words & Design,203605,10.0 M,4.27,4.5,9.5,0.0,GAME WORD,123378,40382,21325,7526,10992,False
78,KartRider Rush+,374714,10.0 M,3.89,2.7,4.4,0.0,GAME RACING,222374,41137,27891,14185,69125,False
72,"Bucha học tiếng Anh - Từ vựng, Giao tiếp, Ngữ pháp",61992,1.0 M,4.78,1.6,3.4,0.0,GAME EDUCATIONAL,54610,4331,1182,397,1470,False
67,Kids Educational Game 5,64791,10.0 M,4.16,2.5,5.1,0.0,GAME EDUCATIONAL,44440,5887,3528,2528,8406,False
11,slither.io,6475640,100.0 M,4.07,0.4,1.0,0.0,GAME ACTION,4089508,765605,486813,250455,883255,False
71,Age of Magic: Turn-Based Magic RPG & Strategy Game,389377,5.0 M,4.42,1.0,2.2,0.0,GAME ROLE PLAYING,290064,43165,17052,9120,29974,False
29,School of Dragons,659860,10.0 M,4.16,0.4,0.9,0.0,GAME ROLE PLAYING,435584,76096,44371,24027,79779,False
2,Hearthstone,1756400,10.0 M,3.67,0.2,0.6,0.0,GAME CARD,962204,189700,103402,72602,428489,False
84,101 Pics: Photo Quiz,53419,5.0 M,4.44,1.0,2.1,0.0,GAME TRIVIA,41529,3619,2689,1399,4179,False
84,Bubble Shooter,509978,100.0 M,4.32,0.4,0.9,0.0,GAME CASUAL,335314,60059,31369,14339,40569,False
1,Ludo King™,7048207,500.0 M,4.28,1.9,3.5,0.0,GAME BOARD,5000168,740371,358940,193765,754961,False
26,Street Racing 3D,1396387,100.0 M,4.3,1.6,4.0,0.0,GAME RACING,985581,155580,80239,39673,135312,False
18,Game of War - Fire Age,1493010,50.0 M,3.59,0.0,0.0,0.0,GAME STRATEGY,788580,132675,128929,58325,384499,False
90,Английский для Начинающих: LinDuo HD,50859,1.0 M,4.82,4.5,8.3,0.0,GAME EDUCATIONAL,44723,4611,707,288,527,False
81,피망 섯다,113285,1.0 M,4.23,0.2,0.6,0.0,GAME CARD,75164,15699,7670,2802,11948,False
94,Solitaire,97735,5.0 M,4.7,3.9,7.8,0.0,GAME CARD,78790,5954,1902,956,2425,False
30,Garena RoV: Songkran,3009445,10.0 M,4.37,1.6,2.5,0.0,GAME ACTION,2244023,267656,142141,65518,290104,False
34,Swamp Attack,2454177,100.0 M,4.47,0.5,0.9,0.0,GAME ACTION,1836934,280756,134864,54700,146921,False
44,Score! Match - PvP Soccer,771501,50.0 M,4.17,1.6,3.2,0.0,GAME SPORTS,509381,94586,51094,23586,92850,False
42,Billionaire Casino Slots - The Best Slot Machines,266239,10.0 M,4.37,1.5,3.2,0.0,GAME CASINO,194536,29405,12872,5600,23824,False
10,Bid Wars - Storage Auctions and Pawn Shop Tycoon,3109721,10.0 M,4.39,0.2,0.5,0.0,GAME STRATEGY,2037468,580039,286521,78273,127417,False
54,Mr Bullet - Spy Puzzles,635253,100.0 M,4.2,1.2,3.0,0.0,GAME PUZZLE,428671,68956,43150,23603,70870,False
93,CarX Drift Racing 2,290482,10.0 M,4.53,8.5,13.9,0.0,GAME RACING,228215,28526,11391,5360,16988,False
99,디즈니 틀린그림찾기,384360,1.0 M,4.39,0.0,0.0,0.0,GAME PUZZLE,233094,94172,40694,5921,10475,False
47,RULES OF SURVIVAL,1818951,50.0 M,3.92,0.1,0.3,0.0,GAME ACTION,1180853,114139,91343,66662,365952,False
34,Jigsaw Puzzles - Puzzle Game,991252,10.0 M,4.55,2.3,6.8,0.0,GAME PUZZLE,695075,200702,60926,12341,22205,False
72,Nebulous.io,1159018,50.0 M,4.29,0.4,0.7,0.0,GAME ACTION,818030,124799,69912,32042,114232,False
73,Tic Tac Toe Free,143565,10.0 M,4.15,0.0,0.1,0.0,GAME BOARD,92301,17788,12417,5411,15646,False
32,Интеллект-баттл,154168,5.0 M,4.37,0.4,1.0,0.0,GAME TRIVIA,110993,18969,7709,3969,12526,False
32,"Give It Up! - Jump to the Beat, Follow the Music!",150967,5.0 M,4.27,0.0,0.0,0.0,GAME MUSIC,103071,19294,9930,4126,14543,False
39,Tap Tap Dash,1148773,50.0 M,4.25,0.2,0.5,0.0,GAME ARCADE,769162,151810,83475,36388,107936,False
100,Castle Clash: Regu Royale,270364,1.0 M,4.34,0.1,0.2,0.0,GAME STRATEGY,195637,25085,17969,8165,23506,False
5,Sniper 3D: Fun Free Online FPS Shooting Game,14237554,100.0 M,4.33,0.8,1.8,0.0,GAME ACTION,9657878,2124544,1034025,375159,1045945,False
49,Rodeo Stampede: Sky Zoo Safari,873956,10.0 M,4.2,0.4,1.1,0.0,GAME CASUAL,565464,120707,68900,31812,87070,False
80,Moto X3M Bike Race Game,343357,50.0 M,4.39,507.6,6.3,0.0,GAME RACING,260028,27945,16167,9055,30159,False
69,Stormfall: Saga of Survival,256133,10.0 M,4.2,0.7,1.6,0.0,GAME ADVENTURE,159901,44646,18605,8182,24797,False
79,Lost Island: Adventure Quest & Magical Tile Match,534809,10.0 M,4.51,0.6,1.3,0.0,GAME CASUAL,387570,84706,31210,10583,20737,False
58,Solitaire,153496,5.0 M,4.68,3.9,6.7,0.0,GAME CARD,135829,21802,6771,2217,5592,False
43,Kite Flying - Layang Layang,787156,50.0 M,4.21,0.2,0.4,0.0,GAME SPORTS,559282,61134,40872,25287,100578,False
85,Fruit Block - Puzzle Legend,501409,10.0 M,4.32,1.0,2.9,0.0,GAME CASUAL,331666,74775,48400,15714,30851,False
55,Piggy Boom-Be the coin master,316853,10.0 M,4.53,0.2,0.3,0.0,GAME ADVENTURE,255161,21673,12879,5855,21283,False
51,Cờ Tỷ Phú - Co Ty Phu ZingPlay - Board Game,217335,5.0 M,4.56,0.6,1.3,0.0,GAME BOARD,183715,8874,5396,2478,16869,False
43,Make-Up Me,90592,10.0 M,3.96,0.1,0.2,0.0,GAME EDUCATIONAL,55785,8711,7402,4195,14495,False
93,Skillz - Logic Brain Games,437584,10.0 M,4.31,0.3,0.6,0.0,GAME PUZZLE,283219,81609,28258,12750,31746,False
67,Survival Arena,398768,1.0 M,4.38,0.0,0.0,0.0,GAME STRATEGY,235417,104320,43060,6010,9958,False
61,EA SPORTS™ FIFA 21 Companion,515228,10.0 M,3.83,1.2,2.1,0.0,GAME SPORTS,297000,61572,31524,19955,105175,False
57,Mazes & More,599770,50.0 M,4.21,0.9,2.0,0.0,GAME PUZZLE,400059,72587,43610,22579,60932,False
10,Smash Hit,4570599,100.0 M,4.46,0.2,0.4,0.0,GAME ARCADE,3383684,557498,256899,93076,279439,False
48,Operate Now: Hospital - Surgery Simulator Game,499642,10.0 M,3.7,0.3,0.7,0.0,GAME ROLE PLAYING,284574,37945,34544,29367,113209,False
85,Ragnarok M: Eternal Love,331238,5.0 M,4.35,3.4,6.7,0.0,GAME ROLE PLAYING,239093,37683,16572,6086,31802,False
23,Rayman Adventures,730263,10.0 M,4.45,0.4,0.9,0.0,GAME ADVENTURE,550358,77217,36272,16713,49701,False
63,What Am I? – Family Charades (Guess The Word),214048,10.0 M,4.08,0.1,0.4,0.0,GAME WORD,131987,28158,18503,9016,26381,False
28,Run Race 3D,1204097,100.0 M,4.07,0.8,1.8,0.0,GAME SPORTS,763810,136170,90270,53281,160563,False
44,Piano Solo - Magic Dream tiles game 4,112418,10.0 M,3.68,0.2,0.6,0.0,GAME MUSIC,59237,12422,9924,6791,24042,False
89,Woodturning,416135,100.0 M,3.93,2.3,4.1,0.0,GAME SIMULATION,245092,47239,35489,24138,64175,False
43,Cafeland - World Kitchen,819400,10.0 M,4.39,1.5,3.1,0.0,GAME SIMULATION,578026,113072,52409,22562,53328,False
28,Real Chess,401171,10.0 M,4.19,0.4,0.9,0.0,GAME BOARD,254575,65390,27284,12019,41900,False
19,Hit it Rich! Lucky Vegas Casino Slot Machine Game,490612,5.0 M,4.36,0.2,0.5,0.0,GAME CASINO,341161,68553,31256,15138,34501,False
27,Texas HoldEm Poker Deluxe,401779,10.0 M,4.38,0.0,0.0,0.0,GAME CASINO,280763,56584,27307,9045,28077,False
43,레이븐 : LEGION,519855,5.0 M,4.14,0.1,0.2,0.0,GAME ROLE PLAYING,325098,79717,38069,14732,62237,False
16,DH Texas Poker - Texas Hold'em,583401,10.0 M,4.19,0.0,0.1,0.0,GAME CASINO,380202,79680,41608,16803,65105,False
97,My Town : Grandparents Play home Fun Life Game,49223,5.0 M,4.2,14.1,103.9,0.0,GAME EDUCATIONAL,34402,4107,2829,1980,5902,False
28,Dot n Beat - Magic Music Game,189141,10.0 M,4.4,0.0,0.3,0.0,GAME MUSIC,144623,14306,8681,4575,16953,False
42,LONEWOLF (17+) - a Sniper Story,436080,10.0 M,4.52,0.7,1.8,0.0,GAME ADVENTURE,331200,55837,18479,7625,22936,False
98,ดัมมี่ไทยแลนด์-รวมไพ่แคง เก้าเก ไฮโล เกมไพ่ฟรี,95001,1.0 M,4.79,3.1,7.8,0.0,GAME CASINO,85841,3886,2085,855,2331,False
90,Polysphere - art of puzzle,462728,50.0 M,3.84,0.2,0.4,0.0,GAME ARCADE,253101,61198,44358,28292,75776,False
78,Baby Panda's Town: Life,57740,10.0 M,4.31,7.5,16.5,0.0,GAME EDUCATIONAL,43385,3427,2792,1884,6249,False
19,Durak Online,455528,10.0 M,3.89,1.6,3.1,0.0,GAME CARD,277736,45889,25538,14753,91609,False
47,School of Chaos Online MMORPG,501231,10.0 M,4.02,0.3,0.6,0.0,GAME ROLE PLAYING,333980,35511,25453,18255,88029,False
57,Stickman Party: 1 2 3 4 Player Games Free,828194,50.0 M,4.41,8.0,18.1,0.0,GAME ARCADE,641630,57704,32799,20129,75929,False
23,Solitaire,352455,10.0 M,4.44,0.1,0.2,0.0,GAME CARD,297701,67830,20540,4800,12386,False
81,Black Desert Mobile,360378,10.0 M,4.13,1.9,4.2,0.0,GAME ROLE PLAYING,236472,42503,20882,12028,48492,False
83,Narcos: Cartel Wars. Build an Empire with Strategy,330452,10.0 M,4.47,0.5,0.8,0.0,GAME STRATEGY,259055,25943,12946,7352,25154,False
38,Partymasters - Fun Idle Game,1184991,50.0 M,4.0,0.2,0.3,0.0,GAME ARCADE,774924,93335,67591,42018,207121,False
31,Slots: Heart of Vegas™ – Free Casino Slots Games,374996,10.0 M,4.27,0.4,0.8,0.0,GAME CASINO,257625,46217,23064,11368,36720,False
49,Truck Simulator 2018 : Europe,716198,100.0 M,4.13,3.0,6.2,0.0,GAME SIMULATION,480432,66906,44275,28429,96154,False
70,Plants vs. Zombies™ Heroes,621375,10.0 M,4.28,1.1,2.5,0.0,GAME CASUAL,433969,70396,36180,18379,62448,False
88,Shadow Fight Arena — PvP Fighting game,323021,1.0 M,4.49,7.0,28.6,0.0,GAME ROLE PLAYING,253071,27987,12863,6654,22443,False
99,Jurassic Survival Island: Dinosaurs & Craft,170530,10.0 M,4.04,0.7,1.6,0.0,GAME ADVENTURE,110047,17316,9570,6629,26966,False
40,Real Bike Racing,800759,100.0 M,4.11,3.1,5.8,0.0,GAME RACING,539850,67137,49703,30873,113194,False
3,Words of Wonders: Crossword to Connect Vocabulary,1822050,100.0 M,4.54,2.0,3.9,0.0,GAME WORD,1395622,222919,82725,31915,88867,False
77,Bingo Journey - Lucky & Fun Casino Bingo Games,132533,1.0 M,4.54,1.9,4.4,0.0,GAME CASINO,98883,18304,8323,2473,4548,False
71,Slot Machine - FREE Casino,141373,10.0 M,4.15,18.4,36.9,0.0,GAME CASINO,83170,26080,14386,5285,12449,False
43,Escape game : 50 rooms 1,734164,10.0 M,4.4,1.4,3.1,0.0,GAME PUZZLE,500284,120358,55863,18830,38826,False
100,How to Loot - Pin Pull & Hero Rescue,382846,50.0 M,4.4,7.2,19.8,0.0,GAME PUZZLE,289732,30881,19959,10772,31499,False
14,Benji Bananas,1161941,50.0 M,4.41,0.1,0.3,0.0,GAME ADVENTURE,850589,129736,74870,25709,81035,False
34,Payback 2 - The Battle Sandbox,1266480,100.0 M,4.4,2.7,5.6,0.0,GAME ARCADE,956576,113172,55695,30242,110792,False
87,Supermarket Mania Journey,319569,10.0 M,4.35,0.7,1.6,0.0,GAME STRATEGY,210853,51860,31143,10626,15084,False
10,Solitaire TriPeaks: Play Free Solitaire Card Games,640744,10.0 M,4.45,1.0,2.2,0.0,GAME CARD,442260,117497,37079,13354,30552,False
100,Critical Action :Gun Strike Ops - Shooting Game,169716,50.0 M,4.01,3.3,7.4,0.0,GAME ADVENTURE,111103,13416,9395,6867,28932,False
61,DC Legends: Fight Superheroes,446215,10.0 M,4.18,0.5,1.0,0.0,GAME ROLE PLAYING,298948,53447,24286,15434,54097,False
34,Jurassic World Alive,521392,10.0 M,4.35,1.1,2.4,0.0,GAME ADVENTURE,368121,67896,28777,14238,42356,False
70,Draw it,607891,50.0 M,3.93,0.9,2.3,0.0,GAME ARCADE,345285,85882,56078,32737,87907,False
91,Build a Bridge!,446232,10.0 M,4.14,0.5,1.8,0.0,GAME PUZZLE,279586,63661,37424,18327,47231,False
76,Four In A Line Free,134349,5.0 M,4.38,0.0,0.0,0.0,GAME BOARD,82044,34240,10359,2744,4959,False
91,Super City (Superhero Sim),186843,10.0 M,4.3,2.3,4.3,0.0,GAME ADVENTURE,133402,18770,10413,5673,18581,False
45,LEGO® DUPLO® Town,89642,10.0 M,3.92,0.0,0.1,0.0,GAME EDUCATIONAL,55931,7417,5634,4400,16257,False
33,my KONAMI Slots - Casino Games & Fun Slot Machines,346951,5.0 M,4.39,0.9,1.8,0.0,GAME CASINO,245762,46592,21632,9772,23191,False
45,Super Bob's World : Free Run Game,416848,100.0 M,4.27,3.2,6.8,0.0,GAME ADVENTURE,295844,39500,23056,13057,45388,False
94,Alphabet Game,45310,5.0 M,4.15,0.6,1.1,0.0,GAME TRIVIA,27603,7718,3899,1579,4509,False
76,Run,580160,10.0 M,4.54,0.2,0.4,0.0,GAME ARCADE,450545,63282,26052,9697,30581,False
84,Mike V: Skateboard Party,337586,10.0 M,4.35,0.1,0.1,0.0,GAME SPORTS,244494,35938,19437,7870,29845,False
4,MARVEL Future Fight,2865064,50.0 M,3.97,0.2,0.3,0.0,GAME ROLE PLAYING,1824530,277421,143410,79199,540502,False
97,Tap Tap Fish AbyssRium - Healing Aquarium (+VR),385620,10.0 M,4.22,0.0,0.0,0.0,GAME SIMULATION,252669,52719,29078,13880,37271,False
36,Blossom Blast Saga,1322600,50.0 M,4.46,0.2,0.5,0.0,GAME CASUAL,954263,190627,81072,27703,68933,False
36,Clean Road,930110,50.0 M,4.21,0.1,0.6,0.0,GAME SIMULATION,623396,98016,82079,36424,90192,False
76,AyoDance Mobile,53622,1.0 M,3.55,0.2,0.8,0.0,GAME MUSIC,28645,3748,4107,2861,14257,False
50,TRIVIA 360: Single-player & Multiplayer quiz game,108480,5.0 M,4.37,0.6,1.6,0.0,GAME TRIVIA,65183,28501,8569,2264,3960,False
75,ABC Kids - Tracing & Phonics,61196,10.0 M,4.31,1.2,2.6,0.0,GAME EDUCATIONAL,44376,5622,3274,1691,6230,False
45,Final kick 2020 Best Online football penalty game,763774,10.0 M,4.32,0.1,0.2,0.0,GAME SPORTS,530939,101437,47205,16616,67574,False
40,Papa Pear Saga,1099414,50.0 M,4.49,0.0,0.1,0.0,GAME CASUAL,812935,144103,64586,23149,54639,False
88,Family Island™ - Farm game adventure,492929,10.0 M,4.21,6.2,14.2,0.0,GAME CASUAL,316922,73052,39159,18277,45516,False
67,Bingo by Alisa - Free Live Multiplayer Bingo Games,154097,1.0 M,4.61,0.0,0.0,0.0,GAME CASINO,119094,21254,7367,2113,4266,False
72,Sky Roller,606058,100.0 M,4.28,1.9,4.7,0.0,GAME ARCADE,430289,62631,29278,19002,64857,False
