name,ID,SEX,ALIVE,COMPANY,ALIGN
Mary Batson (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jean Loring (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Bad Characters
Grant Emerson (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Rita Farr (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jason Rusch (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Mercury (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Christopher Powell (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Hector Hall (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Platinum (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Andre Chavard (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Daniel Leong (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Jaime Reyes (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Harvey Elder (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Wolfgang von Strucker (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Dirk Garthwaite (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tony Masters (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
"Roy Raymond, Sr. (New Earth)",Public Identity,Male Characters,Living Characters,DC,Good Characters
Vril Dox II (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
David Lieberman (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Pip Gofern (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
James Hudson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Lead (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Metron (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Neutral Characters
Iron (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Miles Warren (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hartley Rathaway (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
En Sabah Nur (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Kallark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Lana Lang (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Silver Sablinova (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Shiro Yoshida (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Elvin Haliday (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
James Bradley (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Charles Taine (Pre-Zero Hour),Secret Identity,Male Characters,Living Characters,DC,Good Characters
DeSaad (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Rose Wilson (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Calvin Zabo (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bane (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Frederick Myers (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rachel Leighton (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Mantis (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Salakk (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Tin (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Nathaniel Essex (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eve Eden (New Earth),Secret Identity,Female Characters,Living Characters,DC,Neutral Characters
Cassandra Lang (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Benjamin Turner (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Anthony Druid (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Harleen Quinzel (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Mark Mardon (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Leech (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Samuel Sterns (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Teth-Adam (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Bug (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Terrence Sloane (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Catherine Grant (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Julie Power (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Peter Petruski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Giuletta Nefaria (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Jason Blood (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Maximus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Genis-Vell (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Gold (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Hisako Ichiki (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Dmitri Smerdyakov (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eliot Franklin (Thunderball) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Madelyne Pryor (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Noriko Ashida (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Herman Schultz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chen Lu (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Victor Fries (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Cessily Kincaid (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Ulysses Klaw (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Thomas Wayne (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Arthur Light (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Lester Davis (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Kyle Gibney (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Artemis of Bana-Mighdall (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Jack Monroe (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Alanna Strange (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
George Tarleton (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Steven Dayton (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Nuidis Vulko (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Madeline Joyce (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Lee Travis (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Aquaria Neptunia (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jeffrey Mace (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Martin Stein (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Narya (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Peter Parker (Kaine) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Dino Manelli (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Burglar (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Nightmare (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Unknown Soldier I (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Giovanni Giuseppe (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Neutral Characters
Thomas Halloway (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Frank Payne (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Cynthia Reynolds (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Steel (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Paladin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Victoria Vale (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Jasper Sitwell (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Brian Calusky (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mad Thinker (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lucius Fox (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Ganthet (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Isadore Cohen (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Izaya (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Marlo Chandler (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Rory Regan (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Eclipso (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Kyle Morgan (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Matthew Ryan (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Dinah Drake (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Good Characters
Makkari (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Percival Pinkerton (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Robert Langstrom (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Sargent Steel (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Quintavius Quire (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Cletus Kasady (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Katma Tui (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Good Characters
Walter Haley (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Charles Victor Szasz (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Isaac Christians (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Rip Carter (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Ares (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Karnilla (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Jacqueline Falsworth (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Caliban (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Brock Rumlow (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eradicator (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Emil Hamilton (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Richard Swift (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Frederick Freeman (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Paul Norbert Ebersol (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Katar Hol (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Red Sonja (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Sooraya Qadir (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
